player_id,player_name,team,off_rating,def_rating,net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tov_pct,efg_pct,ts_pct,usg_pct,pace,pie,season
1630596,Evan Mobley,CLE,120.5,108.6,11.9,0.149,1.56,16.1,0.076,0.213,0.147,10.3,0.604,0.633,0.226,102.16,0.151,2024-25
1630532,Franz Wagner,ORL,111.8,105.8,6.0,0.247,2.06,16.5,0.027,0.146,0.085,8.0,0.507,0.558,0.306,97.65,0.153,2024-25
1627832,Fred VanVleet,HOU,115.0,108.8,6.2,0.217,3.83,27.0,0.014,0.089,0.049,7.1,0.483,0.515,0.176,98.18,0.093,2024-25
1641713,GG Jackson,MEM,112.7,118.6,-5.9,0.085,0.94,10.5,0.055,0.13,0.093,11.2,0.452,0.482,0.219,102.73,0.064,2024-25
1629216,Gabe Vincent,LAL,111.8,110.7,1.1,0.09,2.39,17.2,0.013,0.045,0.029,7.2,0.53,0.536,0.131,100.07,0.039,2024-25
202066,Garrett Temple,TOR,106.6,111.1,-4.5,0.171,3.1,29.0,0.036,0.09,0.061,9.3,0.35,0.406,0.129,105.94,0.051,2024-25
1629726,Garrison Mathews,ATL,107.9,111.4,-3.5,0.102,1.94,16.0,0.015,0.085,0.049,8.2,0.562,0.606,0.153,105.43,0.068,2024-25
203914,Gary Harris,ORL,110.4,103.2,7.2,0.058,1.76,16.3,0.026,0.063,0.044,9.2,0.519,0.524,0.09,99.58,0.043,2024-25
1627780,Gary Payton II,GSW,113.5,110.1,3.4,0.132,2.13,19.1,0.056,0.134,0.096,9.0,0.626,0.635,0.156,102.12,0.104,2024-25
1629018,Gary Trent Jr.,MIL,115.9,114.0,1.9,0.064,2.07,10.6,0.011,0.074,0.044,5.1,0.568,0.591,0.168,100.75,0.07,2024-25
1627777,Georges Niang,ATL,118.7,114.1,4.7,0.087,1.35,13.2,0.027,0.126,0.077,9.8,0.595,0.607,0.177,102.45,0.071,2024-25
203507,Giannis Antetokounmpo,MIL,118.9,111.7,7.2,0.339,2.1,19.2,0.067,0.266,0.172,9.1,0.607,0.625,0.346,100.18,0.21,2024-25
1629048,Goga Bitadze,ORL,110.1,107.4,2.7,0.142,1.9,22.6,0.116,0.227,0.169,11.9,0.615,0.631,0.142,95.8,0.134,2024-25
1641711,Gradey Dick,TOR,110.3,116.1,-5.8,0.087,1.18,10.9,0.027,0.092,0.059,9.3,0.498,0.543,0.209,101.36,0.071,2024-25
1629684,Grant Williams,CHA,114.9,113.3,1.6,0.107,1.32,18.0,0.035,0.134,0.083,13.6,0.549,0.596,0.146,99.95,0.076,2024-25
1628960,Grayson Allen,PHX,114.7,118.0,-3.3,0.125,1.83,18.2,0.023,0.103,0.064,10.0,0.6,0.631,0.169,100.84,0.084,2024-25
1627824,Guerschon Yabusele,PHI,113.5,116.7,-3.2,0.114,1.7,17.2,0.07,0.149,0.108,10.1,0.593,0.616,0.163,97.28,0.092,2024-25
1630611,Gui Santos,GSW,117.8,107.3,10.6,0.138,1.9,25.1,0.085,0.127,0.106,13.2,0.553,0.575,0.126,99.78,0.073,2024-25
203084,Harrison Barnes,SAS,114.5,115.6,-1.2,0.085,2.72,14.2,0.042,0.091,0.067,5.2,0.622,0.656,0.157,100.08,0.092,2024-25
1631127,Harrison Ingram,SAS,132.0,92.0,40.0,0.086,3.0,37.5,0.067,0.175,0.129,12.5,0.5,0.5,0.06,103.6,0.08,2024-25
1629312,Haywood Highsmith,MIA,111.8,110.4,1.4,0.084,2.07,19.5,0.04,0.098,0.069,9.4,0.572,0.583,0.111,97.33,0.057,2024-25
1630529,Herbert Jones,NOP,111.8,112.5,-0.7,0.134,1.86,22.3,0.033,0.085,0.059,12.0,0.5,0.541,0.146,100.76,0.062,2024-25
1641816,Hunter Tyson,DEN,98.5,108.7,-10.2,0.074,1.43,12.0,0.055,0.124,0.088,8.4,0.471,0.506,0.146,104.6,0.057,2024-25
1630193,Immanuel Quickley,TOR,109.0,110.7,-1.6,0.32,3.29,25.7,0.016,0.107,0.06,7.8,0.517,0.57,0.246,101.44,0.128,2024-25
1642403,Isaac Jones,SAC,104.6,115.1,-10.5,0.057,0.75,9.5,0.071,0.12,0.095,12.7,0.669,0.678,0.152,102.68,0.087,2024-25
1630171,Isaac Okoro,CLE,122.1,109.7,12.5,0.078,2.96,17.9,0.047,0.072,0.06,6.1,0.569,0.587,0.124,100.08,0.057,2024-25
1642268,Isaiah Collier,UTA,108.3,118.6,-10.4,0.342,2.14,34.9,0.017,0.104,0.061,16.3,0.459,0.494,0.186,102.44,0.077,2024-25
1642384,Isaiah Crawford,SAC,112.0,92.7,19.3,0.029,1.0,6.7,0.023,0.149,0.088,6.7,0.5,0.509,0.122,103.01,0.07,2024-25
1628392,Isaiah Hartenstein,OKC,118.3,105.3,13.0,0.178,2.28,25.9,0.103,0.262,0.185,11.3,0.581,0.599,0.165,101.56,0.138,2024-25
1630543,Isaiah Jackson,IND,112.5,107.1,5.4,0.079,1.0,12.5,0.126,0.168,0.149,12.5,0.609,0.6,0.164,105.29,0.095,2024-25
1630198,Isaiah Joe,OKC,119.9,104.1,15.8,0.096,3.13,15.6,0.025,0.089,0.058,5.0,0.604,0.617,0.166,102.23,0.089,2024-25
1630600,Isaiah Mobley,PHI,92.7,110.0,-17.3,0.556,0.0,38.5,0.04,0.158,0.091,0.0,0.357,0.381,0.17,111.94,0.099,2024-25
1641815,Isaiah Stevens,MIA,61.5,30.8,30.8,0.0,0.0,0.0,0.0,0.222,0.125,0.0,0.0,0.0,0.143,112.43,0.125,2024-25
1630191,Isaiah Stewart,DET,109.1,108.6,0.5,0.12,1.81,22.7,0.086,0.17,0.129,12.5,0.586,0.616,0.121,101.75,0.096,2024-25
1631209,Isaiah Wong,CHA,100.0,102.6,-2.6,0.187,1.56,16.8,0.051,0.071,0.06,10.8,0.452,0.5,0.22,98.35,0.077,2024-25
1627826,Ivica Zubac,LAC,116.5,107.1,9.4,0.121,1.69,15.5,0.122,0.271,0.199,9.2,0.628,0.641,0.192,98.55,0.157,2024-25
1631120,JD Davison,BOS,91.7,105.4,-13.7,0.277,1.0,20.6,0.02,0.118,0.067,20.6,0.412,0.445,0.228,94.28,0.079,2024-25
1630550,JT Thor,WAS,95.3,115.3,-20.0,0.04,0.67,7.1,0.07,0.101,0.085,10.6,0.475,0.517,0.132,98.57,0.065,2024-25
1629630,Ja Morant,MEM,116.4,109.6,6.8,0.355,1.97,23.1,0.021,0.101,0.062,11.8,0.504,0.563,0.312,105.74,0.141,2024-25
1642266,Ja'Kobe Walter,TOR,108.6,111.1,-2.4,0.105,1.62,14.5,0.049,0.092,0.07,8.9,0.487,0.523,0.179,101.29,0.068,2024-25
1631095,Jabari Smith Jr.,HOU,113.4,106.1,7.3,0.048,0.98,8.1,0.055,0.162,0.107,8.2,0.525,0.562,0.16,100.0,0.093,2024-25
1631133,Jabari Walker,POR,108.1,107.6,0.5,0.071,1.09,11.2,0.072,0.198,0.133,10.3,0.576,0.601,0.156,103.86,0.107,2024-25
1629098,Jack McVeigh,HOU,84.7,93.9,-9.2,0.038,0.5,5.0,0.039,0.056,0.048,10.0,0.412,0.412,0.176,109.32,0.02,2024-25
1642050,Jackson Rowe,GSW,116.4,103.5,12.9,0.1,4.0,16.0,0.046,0.167,0.097,4.0,0.559,0.56,0.142,109.95,0.101,2024-25
1631210,Jacob Toppin,ATL,89.9,104.4,-14.5,0.133,2.0,19.4,0.041,0.148,0.097,9.7,0.523,0.523,0.14,101.56,0.09,2024-25
1630702,Jaden Hardy,DAL,108.3,111.6,-3.2,0.138,0.99,13.2,0.01,0.085,0.048,13.3,0.527,0.549,0.244,102.83,0.069,2024-25
1631093,Jaden Ivey,DET,110.5,114.6,-4.1,0.207,1.34,17.7,0.043,0.091,0.067,13.2,0.536,0.569,0.256,99.52,0.099,2024-25
1630183,Jaden McDaniels,MIN,113.9,109.9,4.0,0.091,1.72,14.2,0.048,0.126,0.087,8.3,0.537,0.562,0.16,98.07,0.086,2024-25
1630531,Jaden Springer,UTA,105.6,108.9,-3.3,0.13,2.06,21.0,0.044,0.107,0.076,10.2,0.456,0.511,0.139,102.79,0.063,2024-25
203109,Jae Crowder,SAC,101.9,109.2,-7.4,0.077,1.5,17.6,0.055,0.133,0.093,11.8,0.409,0.467,0.113,100.89,0.048,2024-25
1630256,Jae'Sean Tate,HOU,111.0,104.7,6.3,0.107,2.14,19.7,0.072,0.108,0.089,9.2,0.527,0.557,0.126,103.16,0.071,2024-25
1626143,Jahlil Okafor,IND,125.0,62.5,62.5,0.25,0.0,100.0,0.0,0.25,0.111,0.0,0.0,0.0,0.0,114.06,0.133,2024-25
1642443,Jahmir Young,CHI,110.0,123.5,-13.5,0.231,6.0,46.2,0.042,0.059,0.052,7.7,0.9,0.935,0.092,111.64,0.1,2024-25
1631170,Jaime Jaquez Jr.,MIA,107.9,113.9,-6.0,0.181,1.69,21.1,0.06,0.145,0.103,12.4,0.501,0.543,0.194,99.18,0.098,2024-25
1631222,Jake LaRavia,SAC,115.0,111.2,3.8,0.15,1.84,24.9,0.063,0.12,0.091,13.5,0.564,0.591,0.14,103.86,0.081,2024-25
1627751,Jakob Poeltl,TOR,111.2,111.9,-0.7,0.136,1.42,17.4,0.11,0.206,0.158,12.2,0.628,0.641,0.184,101.44,0.133,2024-25
1641779,Jalen Bridges,PHX,98.4,88.7,9.7,0.0,0.0,0.0,0.0,0.121,0.062,30.8,0.429,0.514,0.197,98.77,0.026,2024-25
1628973,Jalen Brunson,NYK,118.3,115.7,2.6,0.318,2.9,23.5,0.012,0.072,0.042,8.1,0.551,0.605,0.289,97.79,0.138,2024-25
1631105,Jalen Duren,DET,115.5,114.0,1.5,0.141,1.54,21.0,0.137,0.259,0.199,13.6,0.692,0.703,0.161,101.29,0.14,2024-25
1630224,Jalen Green,HOU,113.8,111.1,2.8,0.159,1.39,13.7,0.015,0.12,0.065,9.9,0.505,0.544,0.267,99.75,0.111,2024-25
1641720,Jalen Hood-Schifino,PHI,107.2,123.5,-16.4,0.165,2.06,22.7,0.009,0.077,0.041,11.0,0.449,0.494,0.164,101.36,0.049,2024-25
1630552,Jalen Johnson,ATL,111.8,110.2,1.6,0.203,1.71,20.5,0.046,0.216,0.132,12.0,0.541,0.569,0.214,106.68,0.135,2024-25
1629667,Jalen McDaniels,SAC,81.3,77.8,3.5,0.25,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.25,0.114,2024-25
1629618,Jalen Pickett,DEN,112.6,109.7,2.9,0.211,4.46,34.1,0.022,0.078,0.051,7.6,0.539,0.545,0.13,99.25,0.078,2024-25
1630188,Jalen Smith,CHI,110.3,111.5,-1.2,0.101,1.76,11.9,0.085,0.241,0.165,6.8,0.554,0.586,0.201,106.06,0.133,2024-25
1630591,Jalen Suggs,ORL,105.7,104.8,1.0,0.216,1.26,17.0,0.023,0.126,0.072,13.5,0.489,0.536,0.268,99.02,0.107,2024-25
1631114,Jalen Williams,OKC,116.7,106.5,10.2,0.233,2.36,19.7,0.026,0.131,0.079,8.3,0.537,0.573,0.27,102.44,0.138,2024-25
1630592,Jalen Wilson,BKN,106.9,113.7,-6.7,0.11,1.84,15.9,0.035,0.102,0.067,8.6,0.495,0.541,0.161,97.23,0.065,2024-25
1631288,Jamal Cain,NOP,106.4,119.3,-12.9,0.065,1.0,9.8,0.05,0.117,0.082,9.8,0.513,0.544,0.167,100.49,0.067,2024-25
1627750,Jamal Murray,DEN,122.0,115.5,6.5,0.223,2.92,22.9,0.019,0.084,0.053,7.8,0.543,0.584,0.235,100.72,0.111,2024-25
1642347,Jamal Shead,TOR,105.5,113.3,-7.8,0.307,2.7,32.8,0.019,0.057,0.037,12.1,0.476,0.499,0.179,102.18,0.07,2024-25
1631123,Jamaree Bouyea,MIL,118.5,117.8,0.6,0.213,1.25,30.3,0.019,0.058,0.041,24.2,0.542,0.581,0.163,100.75,0.067,2024-25
201935,James Harden,LAC,115.4,109.2,6.2,0.365,2.01,26.9,0.02,0.143,0.083,13.4,0.501,0.582,0.286,98.82,0.145,2024-25
201949,James Johnson,IND,97.4,110.5,-13.1,0.16,1.0,21.1,0.0,0.176,0.087,21.1,0.364,0.35,0.165,100.28,0.015,2024-25
1630164,James Wiseman,IND,118.2,141.7,-23.5,0.0,0.0,0.0,0.0,0.25,0.125,0.0,0.5,0.615,0.455,119.14,0.156,2024-25
1642419,Jamison Battle,TOR,105.0,113.4,-8.4,0.073,1.96,12.2,0.032,0.117,0.072,6.2,0.581,0.59,0.147,102.32,0.072,2024-25
1641716,Jarace Walker,IND,107.0,112.1,-5.0,0.129,1.41,19.1,0.021,0.178,0.098,13.5,0.576,0.59,0.165,103.23,0.087,2024-25
1630215,Jared Butler,PHI,108.5,114.5,-6.0,0.317,2.75,27.9,0.022,0.076,0.049,10.2,0.514,0.549,0.222,102.6,0.102,2024-25
1642272,Jared McCain,PHI,109.3,111.4,-2.1,0.171,1.62,15.2,0.022,0.076,0.048,9.3,0.553,0.589,0.243,98.18,0.106,2024-25
1631197,Jared Rhoden,TOR,118.1,103.4,14.7,0.098,1.78,12.9,0.052,0.113,0.082,7.3,0.552,0.602,0.183,103.89,0.106,2024-25
1628991,Jaren Jackson Jr.,MEM,115.2,108.8,6.4,0.102,0.97,8.8,0.038,0.134,0.087,9.1,0.548,0.591,0.274,105.56,0.124,2024-25
1629020,Jarred Vanderbilt,LAL,115.6,112.2,3.3,0.094,1.41,19.9,0.114,0.194,0.154,14.1,0.525,0.537,0.116,100.61,0.082,2024-25
1628386,Jarrett Allen,CLE,121.9,111.3,10.5,0.091,1.63,15.5,0.095,0.238,0.169,9.5,0.706,0.724,0.156,101.43,0.148,2024-25
1629750,Javonte Green,CLE,109.1,117.0,-7.8,0.059,1.75,13.8,0.042,0.122,0.081,7.9,0.509,0.541,0.113,101.97,0.064,2024-25
1629637,Jaxson Hayes,LAL,112.3,109.8,2.5,0.076,1.35,15.8,0.074,0.163,0.121,11.7,0.722,0.72,0.12,100.51,0.097,2024-25
1630643,Jay Huff,MEM,111.0,110.1,0.8,0.077,1.12,9.4,0.039,0.12,0.081,8.4,0.648,0.666,0.194,106.71,0.108,2024-25
1627759,Jaylen Brown,BOS,121.1,111.7,9.5,0.204,1.77,16.8,0.037,0.126,0.082,9.5,0.515,0.555,0.282,98.57,0.114,2024-25
1641740,Jaylen Clark,MIN,115.2,109.6,5.6,0.067,3.25,15.1,0.047,0.053,0.05,4.7,0.558,0.598,0.115,101.98,0.057,2024-25
1641798,Jaylen Martin,WAS,93.6,120.7,-27.1,0.12,1.42,16.0,0.04,0.141,0.086,11.3,0.466,0.497,0.155,100.58,0.074,2024-25
1629669,Jaylen Nowell,WAS,100.9,114.0,-13.1,0.176,2.25,17.3,0.032,0.086,0.058,7.7,0.411,0.43,0.215,96.24,0.06,2024-25
1631301,Jaylen Sims,CHA,100.4,120.4,-20.0,0.176,1.5,21.8,0.025,0.025,0.025,14.5,0.536,0.607,0.159,100.89,0.057,2024-25
1642377,Jaylen Wells,MEM,116.7,111.9,4.7,0.082,1.96,14.4,0.04,0.083,0.061,7.4,0.527,0.56,0.156,104.64,0.065,2024-25
1631119,Jaylin Williams,OKC,121.0,103.0,17.9,0.19,3.43,30.9,0.059,0.251,0.158,9.0,0.577,0.594,0.141,102.7,0.124,2024-25
1642281,Jaylon Tyson,CLE,108.4,108.8,-0.4,0.135,1.69,19.1,0.076,0.117,0.097,11.3,0.497,0.523,0.164,101.31,0.075,2024-25
1628369,Jayson Tatum,BOS,119.6,109.8,9.8,0.266,2.06,18.9,0.017,0.206,0.112,9.2,0.537,0.582,0.301,98.14,0.158,2024-25
1641789,Jazian Gortman,DAL,103.8,99.2,4.6,0.154,1.2,17.1,0.016,0.065,0.04,14.3,0.478,0.485,0.195,109.79,0.031,2024-25
1630288,Jeff Dowtin Jr.,PHI,107.6,116.7,-9.2,0.196,5.2,22.8,0.018,0.079,0.047,4.4,0.548,0.57,0.176,99.32,0.106,2024-25
201145,Jeff Green,HOU,112.2,116.1,-3.9,0.068,2.22,12.4,0.024,0.108,0.065,5.6,0.624,0.649,0.144,100.43,0.085,2024-25
203924,Jerami Grant,POR,107.4,113.4,-6.1,0.099,1.55,12.5,0.015,0.088,0.05,8.0,0.467,0.523,0.192,100.41,0.07,2024-25
1630526,Jeremiah Robinson-Earl,NOP,107.2,119.0,-11.8,0.101,1.73,17.2,0.082,0.166,0.122,10.0,0.536,0.563,0.14,100.95,0.087,2024-25
1631110,Jeremy Sochan,SAS,111.9,114.5,-2.7,0.138,1.52,17.4,0.088,0.154,0.121,11.4,0.565,0.589,0.184,101.53,0.101,2024-25
1630579,Jericho Sims,MIL,111.5,109.1,2.4,0.068,1.0,23.1,0.114,0.196,0.156,23.1,0.634,0.639,0.074,98.7,0.07,2024-25
1642399,Jesse Edwards,MIN,72.7,150.0,-77.3,0.25,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.29,-0.043,2024-25
1641724,Jett Howard,ORL,103.0,108.7,-5.7,0.102,1.22,12.5,0.026,0.074,0.048,10.2,0.479,0.491,0.181,99.92,0.045,2024-25
1628975,Jevon Carter,CHI,114.8,111.5,3.3,0.166,3.64,19.9,0.012,0.094,0.054,5.5,0.497,0.509,0.2,106.46,0.082,2024-25
202710,Jimmy Butler III,GSW,115.9,109.6,6.3,0.26,4.03,26.2,0.07,0.101,0.085,6.5,0.531,0.626,0.203,98.95,0.145,2024-25
1629111,Jock Landale,HOU,110.5,112.6,-2.1,0.102,1.76,16.3,0.099,0.151,0.125,9.3,0.569,0.59,0.148,103.58,0.097,2024-25
204060,Joe Ingles,MIN,108.9,113.1,-4.2,0.261,2.56,41.8,0.017,0.08,0.048,16.4,0.326,0.326,0.113,102.03,0.025,2024-25
203954,Joel Embiid,PHI,104.0,109.5,-5.5,0.286,1.37,15.8,0.062,0.207,0.134,11.5,0.481,0.58,0.342,99.95,0.169,2024-25
1628381,John Collins,UTA,112.4,113.3,-0.9,0.105,0.78,10.2,0.073,0.179,0.128,13.2,0.583,0.628,0.234,101.72,0.129,2024-25
1629723,John Konchar,MEM,113.2,107.8,5.4,0.095,2.63,27.6,0.06,0.187,0.123,10.5,0.577,0.592,0.077,105.46,0.094,2024-25
1631098,Johnny Davis,WAS,104.7,107.2,-2.5,0.064,1.57,10.7,0.036,0.104,0.069,6.8,0.455,0.473,0.15,106.66,0.067,2024-25
1642277,Johnny Furphy,IND,106.1,105.4,0.6,0.063,1.58,14.4,0.06,0.126,0.093,9.1,0.462,0.506,0.118,105.49,0.059,2024-25
1630548,Johnny Juzang,UTA,107.2,120.3,-13.1,0.08,1.89,11.3,0.031,0.109,0.07,6.0,0.554,0.573,0.174,102.1,0.071,2024-25
202685,Jonas Valančiūnas,SAC,109.2,118.8,-9.6,0.171,1.37,16.6,0.122,0.286,0.203,12.2,0.557,0.602,0.222,101.28,0.147,2024-25
1628371,Jonathan Isaac,ORL,105.9,106.6,-0.7,0.056,1.21,9.0,0.1,0.188,0.141,7.4,0.474,0.512,0.155,98.62,0.108,2024-25
1630228,Jonathan Kuminga,GSW,110.0,108.9,1.0,0.151,1.46,12.2,0.045,0.134,0.088,8.3,0.495,0.535,0.271,100.21,0.11,2024-25
1642367,Jonathan Mogbo,TOR,103.7,111.9,-8.2,0.16,2.09,24.1,0.076,0.157,0.114,11.5,0.462,0.496,0.145,102.69,0.083,2024-25
203903,Jordan Clarkson,UTA,107.5,117.5,-10.0,0.238,1.6,17.8,0.025,0.092,0.058,11.1,0.493,0.54,0.269,102.16,0.102,2024-25
1630692,Jordan Goodwin,LAL,111.2,112.4,-1.2,0.108,1.62,19.4,0.068,0.135,0.101,12.0,0.528,0.541,0.134,99.53,0.08,2024-25
1641722,Jordan Hawkins,NOP,106.6,118.1,-11.4,0.076,1.14,9.2,0.017,0.097,0.056,8.1,0.471,0.504,0.204,101.14,0.066,2024-25
1629162,Jordan McLaughlin,SAS,118.0,108.9,9.1,0.208,3.19,34.2,0.021,0.074,0.05,10.7,0.563,0.6,0.134,99.58,0.083,2024-25
1641757,Jordan Miller,LAC,103.8,109.8,-6.0,0.124,1.31,16.2,0.053,0.084,0.068,12.4,0.463,0.509,0.175,100.15,0.07,2024-25
1629673,Jordan Poole,WAS,104.8,117.9,-13.1,0.254,1.49,18.0,0.014,0.08,0.046,12.1,0.544,0.591,0.281,103.95,0.107,2024-25
1641775,Jordan Walsh,BOS,111.8,108.0,3.8,0.064,1.12,15.3,0.057,0.113,0.085,13.7,0.452,0.464,0.11,98.14,0.045,2024-25
1630631,Jose Alvarado,NOP,108.4,117.1,-8.7,0.278,3.01,29.0,0.019,0.077,0.047,9.6,0.498,0.523,0.193,99.89,0.09,2024-25
1630528,Josh Christopher,MIA,105.7,108.2,-2.5,0.145,1.33,16.7,0.0,0.115,0.063,12.5,0.387,0.416,0.235,109.7,0.063,2024-25
1630581,Josh Giddey,CHI,113.1,114.4,-1.4,0.322,2.49,31.4,0.059,0.192,0.127,12.6,0.531,0.57,0.214,104.47,0.13,2024-25
1630182,Josh Green,CHA,105.3,114.2,-8.9,0.081,1.54,17.1,0.027,0.06,0.043,11.1,0.543,0.559,0.115,100.08,0.043,2024-25
1628404,Josh Hart,NYK,117.9,114.3,3.6,0.206,2.87,30.8,0.057,0.203,0.13,10.8,0.579,0.611,0.151,97.79,0.119,2024-25
1631169,Josh Minott,MIN,104.0,107.0,-3.0,0.096,1.64,14.2,0.044,0.115,0.081,8.7,0.567,0.605,0.16,104.77,0.095,2024-25
1629006,Josh Okogie,CHA,108.8,109.3,-0.5,0.082,1.06,10.5,0.066,0.108,0.086,9.9,0.519,0.567,0.185,98.69,0.1,2024-25
1626196,Josh Richardson,MIA,104.1,114.7,-10.6,0.117,1.5,20.0,0.038,0.048,0.042,13.3,0.368,0.402,0.134,100.82,0.015,2024-25
201950,Jrue Holiday,BOS,116.6,107.7,8.9,0.174,3.1,25.9,0.038,0.091,0.065,8.3,0.538,0.565,0.156,99.38,0.088,2024-25
1630577,Julian Champagnie,SAS,112.3,114.5,-2.1,0.078,1.5,12.6,0.032,0.121,0.077,8.4,0.549,0.577,0.164,102.25,0.079,2024-25
1641763,Julian Phillips,CHI,112.9,111.1,1.8,0.045,1.44,10.1,0.056,0.082,0.07,7.0,0.533,0.571,0.126,104.0,0.055,2024-25
1631124,Julian Strawther,DEN,111.9,114.4,-2.5,0.082,1.46,12.5,0.012,0.083,0.049,8.6,0.529,0.559,0.173,102.79,0.057,2024-25
203944,Julius Randle,MIN,115.0,111.6,3.4,0.228,1.65,20.1,0.065,0.149,0.108,12.2,0.542,0.593,0.246,98.45,0.124,2024-25
1630551,Justin Champagnie,WAS,107.1,116.8,-9.7,0.066,1.11,10.8,0.077,0.159,0.119,9.7,0.601,0.614,0.15,102.96,0.101,2024-25
1642348,Justin Edwards,PHI,111.6,123.2,-11.6,0.084,1.41,13.3,0.038,0.094,0.065,9.5,0.546,0.559,0.165,99.43,0.062,2024-25
1631303,Justin Minaya,POR,95.0,101.9,-6.9,0.108,1.4,20.6,0.047,0.055,0.051,14.7,0.429,0.411,0.107,103.22,0.02,2024-25
203994,Jusuf Nurkić,CHA,106.1,115.1,-9.0,0.167,1.19,18.6,0.077,0.285,0.181,15.7,0.523,0.555,0.202,99.79,0.116,2024-25
1630231,KJ Martin,UTA,109.3,117.4,-8.1,0.074,2.0,16.4,0.032,0.103,0.067,8.2,0.59,0.618,0.112,100.63,0.061,2024-25
1642354,KJ Simpson,CHA,101.0,116.4,-15.4,0.21,2.0,22.8,0.042,0.081,0.06,11.4,0.4,0.437,0.188,99.1,0.06,2024-25
1630539,Kai Jones,DAL,107.0,109.2,-2.3,0.08,1.39,15.2,0.089,0.173,0.133,11.0,0.803,0.804,0.128,99.77,0.131,2024-25
1626157,Karl-Anthony Towns,NYK,119.4,112.7,6.8,0.13,1.16,12.4,0.087,0.284,0.187,10.7,0.584,0.63,0.265,99.25,0.161,2024-25
1631255,Karlo Matković,NOP,109.4,114.1,-4.7,0.083,1.07,13.5,0.079,0.177,0.129,12.6,0.619,0.639,0.155,101.91,0.096,2024-25
202695,Kawhi Leonard,LAC,120.3,107.9,12.4,0.147,1.61,13.5,0.033,0.158,0.098,8.4,0.56,0.589,0.28,97.26,0.134,2024-25
1630811,Keaton Wallace,ATL,106.2,108.4,-2.2,0.224,2.45,28.8,0.013,0.08,0.047,11.7,0.485,0.503,0.164,102.77,0.074,2024-25
1631099,Keegan Murray,SAC,114.8,113.4,1.5,0.055,1.82,10.7,0.056,0.134,0.095,5.9,0.538,0.553,0.148,100.09,0.075,2024-25
1631232,Keion Brooks Jr.,NOP,100.7,121.2,-20.5,0.062,1.08,8.8,0.034,0.136,0.084,8.2,0.55,0.581,0.169,101.63,0.079,2024-25
1642276,Kel'el Ware,MIA,112.8,110.9,1.9,0.062,1.05,9.8,0.087,0.238,0.167,9.3,0.592,0.603,0.169,98.6,0.119,2024-25
1629640,Keldon Johnson,SAS,110.1,115.9,-5.8,0.105,1.62,11.9,0.057,0.136,0.096,7.3,0.538,0.572,0.207,102.06,0.103,2024-25
203482,Kelly Olynyk,NOP,110.7,113.4,-2.7,0.2,1.68,24.4,0.069,0.154,0.112,14.5,0.562,0.609,0.185,100.28,0.098,2024-25
1626162,Kelly Oubre Jr.,PHI,110.7,116.4,-5.7,0.079,1.35,10.7,0.046,0.14,0.091,8.0,0.518,0.551,0.186,98.68,0.084,2024-25
1629026,Kenrich Williams,OKC,118.7,104.1,14.5,0.111,2.49,19.2,0.056,0.148,0.102,7.7,0.576,0.587,0.151,101.26,0.093,2024-25
203484,Kentavious Caldwell-Pope,MEM,109.1,108.6,0.5,0.086,2.19,17.7,0.014,0.064,0.038,8.1,0.543,0.574,0.121,96.52,0.065,2024-25
1631165,Keon Ellis,SAC,116.1,113.2,3.0,0.08,1.69,17.4,0.031,0.079,0.055,10.3,0.639,0.664,0.125,99.07,0.073,2024-25
1630553,Keon Johnson,BKN,104.1,114.4,-10.3,0.148,1.51,15.5,0.031,0.125,0.076,10.3,0.47,0.499,0.212,98.77,0.07,2024-25
1642352,Keshad Johnson,MIA,105.5,104.1,1.3,0.058,1.0,10.5,0.067,0.188,0.136,10.5,0.75,0.718,0.145,106.64,0.114,2024-25
1630556,Kessler Edwards,DAL,110.0,122.3,-12.3,0.09,2.63,21.1,0.037,0.154,0.096,8.0,0.578,0.597,0.11,102.71,0.067,2024-25
201142,Kevin Durant,PHX,116.5,117.4,-1.0,0.188,1.38,15.2,0.011,0.147,0.084,11.0,0.598,0.642,0.283,99.49,0.142,2024-25
1628989,Kevin Huerter,CHI,114.5,111.7,2.8,0.124,2.33,18.4,0.017,0.098,0.058,7.9,0.535,0.544,0.171,102.32,0.073,2024-25
1628995,Kevin Knox II,GSW,112.7,115.6,-2.9,0.086,1.25,10.2,0.069,0.149,0.101,8.2,0.556,0.582,0.202,103.28,0.104,2024-25
201567,Kevin Love,MIA,108.7,112.3,-3.6,0.134,1.57,13.6,0.08,0.282,0.177,8.6,0.461,0.488,0.23,103.56,0.109,2024-25
1641755,Kevin McCullar Jr.,NYK,93.8,96.9,-3.1,0.111,0.0,20.0,0.0,0.286,0.151,0.0,0.286,0.381,0.118,105.33,0.066,2024-25
1629645,Kevin Porter Jr.,MIL,109.1,108.0,1.1,0.276,1.88,22.9,0.029,0.148,0.092,12.2,0.492,0.531,0.248,100.63,0.119,2024-25
1626172,Kevon Looney,GSW,112.5,106.9,5.6,0.143,3.03,24.7,0.139,0.227,0.181,8.2,0.518,0.535,0.125,100.61,0.114,2024-25
